date,home_team,away_team,home_score,away_score,neutral,home_form,away_form,form_diff,elo_home,elo_away,elo_diff
1992-04-22,Spain,Albania,3.0,0.0,0,8,9,-1,1770.9658122791245,1494.7366664802955,276.229145798829
1992-04-22,Belgium,Cyprus,1.0,0.0,0,7,1,6,1687.624074897813,1434.3262938136638,253.29778108414916
1992-04-23,China PR,Malaysia,4.0,0.0,1,3,4,-1,1488.0302812039383,1446.217650960604,41.8126302433343
1992-04-24,Indonesia,Malaysia,1.0,1.0,1,8,4,4,1494.6939531136406,1437.415338633232,57.27861448040858
1992-04-24,Guyana,Suriname,1.0,2.0,0,3,8,-5,1473.590659957159,1509.9469270384225,-36.35626708126347
1992-04-26,Singapore,China PR,0.0,1.0,0,8,6,2,1506.653849325723,1496.8325935313103,9.821255794412764
1992-04-26,Antigua and Barbuda,Curaçao,3.0,0.0,0,7,8,-1,1482.459238116735,1509.3554470556999,-26.896208938964946
1992-04-26,Bermuda,Haiti,1.0,0.0,0,8,5,3,1518.6423930260162,1493.1134856069054,25.528907419110737
1992-04-28,Switzerland,Bulgaria,0.0,2.0,0,5,8,-3,1653.5282603494497,1521.254008323528,132.27425202592167
1992-04-28,Northern Ireland,Lithuania,2.0,2.0,0,7,5,2,1507.9477663762862,1499.2139052478,8.733861128486069
1992-04-29,Russia,England,2.0,2.0,0,5,8,-3,1623.247918304488,1828.543383434165,-205.29546512967704
1992-04-29,Ukraine,Hungary,1.0,3.0,0,0,5,-5,1500.0,1549.3447380290993,-49.34473802909929
1992-04-29,Denmark,Norway,1.0,0.0,0,10,6,4,1636.935567591879,1546.1953181885092,90.74024940336972
1992-04-29,Republic of Ireland,United States,4.0,1.0,0,10,3,7,1585.066808326528,1575.6971678645025,9.369640462025473
1992-04-29,Austria,Wales,1.0,1.0,0,3,12,-9,1493.69084906042,1567.1311432718858,-73.4402942114657
1992-04-29,El Salvador,Costa Rica,1.0,1.0,0,5,6,-1,1489.041087354665,1509.261055218372,-20.21996786370687
1992-04-30,Uruguay,Brazil,1.0,0.0,0,6,12,-6,1681.933466999816,1789.6196111787744,-107.68614417895856
1992-05-02,Anguilla,Cuba,0.0,3.0,0,1,0,1,1489.7160549018581,1500.0,-10.283945098141885
1992-05-04,Jersey,Guernsey,2.0,3.0,0,9,4,5,1526.9847847808944,1490.0234852657682,36.96129951512626
1992-05-06,French Guiana,Guyana,1.0,1.0,1,5,3,2,1481.3808305357145,1464.6332747074725,16.747555828241957
1992-05-06,Romania,Faroe Islands,7.0,0.0,0,5,4,1,1550.3008959998083,1493.71061283951,56.59028316029821
1992-05-07,Sweden,Poland,5.0,0.0,0,4,6,-2,1523.1447402521871,1538.8360977535835,-15.691357501396396
1992-05-08,Aruba,French Guiana,0.0,2.0,1,0,5,-5,1470.5915826774326,1480.899170128957,-10.307587451524341
1992-05-08,Congo,Haiti,4.0,1.0,1,4,5,-1,1534.0439485762486,1483.846947108656,50.1970014675926
1992-05-09,Suriname,French Guiana,3.0,2.0,0,11,7,4,1518.904312288109,1490.6025809248047,28.30173136330427
1992-05-09,Congo,Guadeloupe,1.0,1.0,1,6,5,1,1542.6091323502083,1491.5179035247438,51.09122882546444
1992-05-09,Cuba,Anguilla,5.0,0.0,0,3,1,2,1509.7040906802629,1480.0119642215952,29.692126458667644
1992-05-11,Iran,Pakistan,7.0,0.0,1,10,7,3,1515.954584665011,1493.5699335098827,22.384651155128267
1992-05-12,Hungary,England,0.0,1.0,0,8,9,-1,1557.9339553264906,1823.2380448725737,-265.3040895460831
1992-05-13,Greece,Iceland,1.0,0.0,0,7,5,2,1540.4827678875395,1514.1788392912144,26.303928596325022
1992-05-13,Norway,Faroe Islands,2.0,0.0,0,6,1,5,1538.749227046172,1485.3251594047626,53.424067641409465
1992-05-14,Finland,Bulgaria,0.0,3.0,0,3,11,-8,1500.5461121130472,1534.8872985796165,-34.3411864665693
1992-05-14,Kuwait,Syria,0.0,0.0,0,4,0,4,1492.0491576677198,1500.0,-7.950842332280217
1992-05-14,United Arab Emirates,Qatar,1.0,0.0,0,0,5,-5,1429.029609138376,1499.2228296611418,-70.19322052276584
1992-05-15,India,Iran,0.0,3.0,0,4,10,-6,1482.6798261130816,1525.3111926067531,-42.63136649367152
1992-05-17,United States,Scotland,0.0,1.0,0,3,8,-5,1565.9667824372518,1534.3551696687,31.611612768551822
1992-05-17,United Arab Emirates,Syria,2.0,0.0,0,3,1,2,1441.0228860374784,1499.7711963017668,-58.74831026428842
1992-05-17,Qatar,Kuwait,0.0,0.0,0,5,2,3,1487.2295527620392,1492.277961365953,-5.0484086039136855
1992-05-17,England,Brazil,1.0,1.0,0,9,12,-3,1826.8060810300997,1776.6157347679427,50.190346262156936
1992-05-19,Bahrain,Algeria,0.0,0.0,0,5,8,-3,1500.3764216852144,1579.85980809631,-79.48338641109558
1992-05-19,Austria,Poland,2.0,4.0,0,4,5,-1,1495.7737015353755,1528.384770999869,-32.61106946449354
1992-05-20,United Arab Emirates,Syria,0.0,0.0,0,6,1,5,1452.6978650966726,1488.0962172425727,-35.39835214590016
1992-05-20,Moldova,Lithuania,1.0,1.0,0,0,6,-6,1490.0,1499.4652330406004,-9.465233040600424
1992-05-20,Canada,Scotland,1.0,3.0,0,6,10,-4,1507.0185618588193,1545.262522603122,-38.24396074430274
1992-05-20,Romania,Wales,5.0,1.0,0,7,10,-3,1558.6863494345557,1565.0482907969304,-6.361941362374637
1992-05-23,Jamaica,Puerto Rico,2.0,1.0,0,2,4,-2,1539.3075485345234,1489.7289851595679,49.57856337495559
1992-05-24,Guatemala,Ecuador,1.0,1.0,0,4,4,0,1477.166522654024,1510.7085698209241,-33.54204716690015
1992-05-25,Haiti,Bermuda,2.0,1.0,0,5,8,-3,1475.2817633346963,1527.9089315242657,-52.627168189569375
1992-05-25,Suriname,Guyana,1.0,1.0,0,13,1,12,1528.0915199607612,1465.11493511423,62.97658484653107
1992-05-26,Ethiopia,Sudan,5.0,1.0,0,0,1,-1,1479.5485153845736,1481.4986522239935,-1.9501368394198835
1992-05-26,Malta,Latvia,1.0,0.0,0,8,4,4,1461.3959030376502,1500.6242502984294,-39.228347260779174
1992-05-26,Republic of Ireland,Albania,2.0,0.0,0,10,9,1,1594.7971937537786,1491.3492777499175,103.44791600386111
1992-05-27,Switzerland,France,2.0,1.0,0,4,10,-6,1639.8949700933613,1874.122946690946,-234.22797659758476
1992-05-27,Sweden,Hungary,2.0,1.0,0,7,7,0,1533.5960670059017,1554.3659191689646,-20.76985216306298
1992-05-27,Poland,Czechoslovakia,1.0,0.0,0,7,2,5,1537.4488957457497,1578.1584768069044,-40.70958106115472
1992-05-27,Netherlands,Austria,3.0,2.0,0,10,4,6,1704.2581124434264,1486.7095767894948,217.5485356539316
1992-05-27,Costa Rica,Ecuador,2.0,1.0,0,7,5,2,1508.6797339203356,1509.7461402906617,-1.066406370326149
1992-05-29,Qatar,Syria,4.0,2.0,0,5,2,3,1487.3748474165175,1487.0808815634866,0.29396585303084066
1992-05-30,Puerto Rico,Jamaica,0.0,1.0,0,4,5,-1,1481.146363321011,1547.8901703730803,-66.74380705206931
1992-05-30,Japan,Argentina,0.0,1.0,0,6,13,-7,1586.673544168055,1792.8298445811445,-206.1563004130894
1992-05-30,Netherlands,Wales,4.0,0.0,0,12,7,5,1708.704122770522,1554.8651998680089,153.8389229025131
1992-05-30,Germany,Turkey,1.0,0.0,0,10,7,3,1854.4966144553196,1476.8165654086156,377.68004904670397
1992-05-30,United States,Republic of Ireland,3.0,1.0,0,3,12,-9,1555.0594295028297,1601.904698835635,-46.845269332805174
1992-05-31,Trinidad and Tobago,Barbados,3.0,0.0,0,6,10,-4,1502.9974393218085,1532.3552031516085,-29.35776382979998
1992-05-31,Qatar,Oman,4.0,0.0,0,7,3,4,1497.3663864011485,1489.5182990722083,7.84808732894021
1992-05-31,Italy,Portugal,0.0,0.0,1,11,8,3,1770.2396632162154,1747.7804216564618,22.459241559753536
1992-06-01,Kazakhstan,Turkmenistan,1.0,0.0,0,0,0,0,1500.0,1500.0,0.0
1992-06-02,Germany,Northern Ireland,1.0,1.0,0,10,7,3,1856.5386233500979,1507.6964385834858,348.84218476661204
1992-06-03,Norway,Scotland,0.0,0.0,0,8,13,-5,1547.2235642406847,1554.1661972316053,-6.942632990920629
1992-06-03,Macau,Hong Kong,2.0,2.0,1,0,6,-6,1500.0,1500.814785831007,-0.8147858310069296
1992-06-03,United States,Portugal,1.0,0.0,0,6,8,-2,1566.3996331358744,1748.4259516824777,-182.0263185466033
1992-06-03,North Korea,Taiwan,6.0,0.0,0,10,0,10,1513.9786734396557,1500.0,13.978673439655722
1992-06-03,Estonia,Slovenia,1.0,1.0,0,0,0,0,1480.28774368332,1494.4264993461975,-14.13875566287743
1992-06-03,Hungary,Iceland,1.0,2.0,0,7,4,3,1543.7688258775147,1504.9344840258316,38.83434185168312
1992-06-03,Faroe Islands,Belgium,0.0,3.0,0,0,7,-7,1476.85082221025,1691.3992391801294,-214.54841696987933
1992-06-03,Finland,England,1.0,2.0,0,2,9,-7,1491.5313245854509,1825.3714524133045,-333.8401278278536
1992-06-03,Albania,Lithuania,1.0,0.0,0,6,6,0,1484.2417726680612,1499.1928691127655,-14.951096444704262
1992-06-03,Argentina,Wales,1.0,0.0,1,13,7,6,1797.506726435795,1549.0246943238956,248.48203211189934
1992-06-03,Denmark,Russia,1.0,1.0,0,12,6,6,1644.381658734216,1628.5532568660792,15.82840186813678
1992-06-04,Republic of Ireland,Italy,0.0,2.0,1,9,11,-2,1590.5644952025903,1769.5941331901995,-179.02963798760925
1992-06-05,North Korea,Macau,2.0,0.0,0,10,1,9,1523.5765518326048,1500.023451378364,23.553100454240848
1992-06-05,France,Netherlands,1.0,1.0,0,7,12,-5,1858.2458349149506,1714.5446283146352,143.70120660031534
1992-06-05,Hong Kong,Taiwan,0.0,0.0,1,7,0,7,1500.791334452643,1490.402121607051,10.389212845592056
1992-06-06,United States,Italy,1.0,1.0,0,9,13,-4,1581.2067840056436,1774.8535766076286,-193.646792601985
1992-06-07,Macau,Taiwan,2.0,0.0,1,1,1,0,1490.7003275241213,1490.7010580958743,-0.0007305717529106914
1992-06-07,New Zealand,Fiji,3.0,0.0,0,3,13,-10,1493.0902101859126,1544.899905622544,-51.8096954366315
1992-06-07,North Korea,Hong Kong,0.0,0.0,0,12,8,4,1532.8996756868473,1500.4923979638197,32.40727772302762
1992-06-07,Guatemala,Nicaragua,7.0,1.0,0,4,0,4,1478.1289521842864,1490.0,-11.87104781571361
1992-06-07,Republic of Ireland,Portugal,2.0,0.0,1,9,8,1,1585.3050517851611,1733.6188008127085,-148.31374902754737
1992-06-07,Japan,Wales,0.0,1.0,0,3,4,-1,1581.9966623134048,1545.1638970596705,36.83276525373435
1992-06-10,Sweden,France,1.0,1.0,0,9,5,4,1544.1931602973516,1854.3305386833902,-310.13737838603856
1992-06-11,Denmark,England,0.0,0.0,1,10,9,1,1643.9263956315215,1827.9248094879167,-183.99841385639525
1992-06-12,Netherlands,Scotland,1.0,0.0,1,10,11,-1,1718.4599245461957,1553.9663987837143,164.49352576248134
1992-06-12,Russia,Germany,1.0,1.0,1,4,8,-4,1629.0085199687737,1848.9057314096437,-219.89721144087002
1992-06-13,Canada,Hong Kong,3.0,1.0,0,6,9,-3,1498.114887230336,1501.422458676165,-3.3075714458288985
1992-06-13,United States,Australia,0.0,1.0,0,7,8,-1,1586.2669463877814,1518.1292071772054,68.137739210576
1992-06-14,Antigua and Barbuda,Bermuda,0.0,3.0,0,10,5,5,1493.2318305110714,1516.4056792483818,-23.173848737310436
1992-06-14,France,England,0.0,0.0,1,3,9,-6,1847.2035512924747,1823.0741332201665,24.129418072308226
1992-06-14,Gabon,Togo,1.0,0.0,0,5,10,-5,1475.8763397270466,1497.8940538682382,-22.017714141191618
1992-06-14,Guinea-Bissau,Cape Verde,3.0,1.0,0,9,5,4,1506.1962205948564,1499.9522211758674,6.243999418989006
1992-06-14,Sweden,Denmark,1.0,0.0,0,10,8,2,1551.320147688267,1648.7770718992717,-97.45692421100466
1992-06-14,Lesotho,Botswana,0.0,0.0,0,0,6,-6,1470.8904302292449,1485.7923970467382,-14.901966817493303
1992-06-15,Scotland,Germany,0.0,2.0,1,8,6,2,1548.3762285273995,1843.3051695164281,-294.92894098902866
1992-06-15,Netherlands,Russia,0.0,0.0,1,13,4,9,1724.0500948025106,1634.6090818619894,89.4410129405212
1992-06-16,Faroe Islands,Cyprus,0.0,2.0,0,0,0,0,1472.3448115856518,1430.5511295313474,41.79368205430433
1992-06-17,Sweden,England,2.0,1.0,0,13,9,4,1564.0538585649847,1823.7675192528534,-259.7136606878687
1992-06-17,France,Denmark,1.0,2.0,1,4,5,-1,1846.5101652597878,1636.043361022554,210.46680423723365
1992-06-17,Tajikistan,Uzbekistan,2.0,2.0,0,0,0,0,1500.0,1500.0,0.0
1992-06-18,Netherlands,Germany,3.0,1.0,1,11,9,2,1721.531175156676,1846.400363298625,-124.86918814194905
1992-06-18,Scotland,Russia,3.0,0.0,1,7,5,2,1545.2810347452025,1637.128001507824,-91.84696676262138
1992-06-18,Argentina,Australia,2.0,0.0,0,13,11,2,1801.36752370002,1530.0656067363855,271.30191696363454
1992-06-19,South Korea,Bangladesh,6.0,0.0,1,11,6,5,1587.4255533756193,1493.7305869012341,93.69496647438518
1992-06-19,Antigua and Barbuda,Suriname,1.0,1.0,1,10,11,-1,1483.8978401280929,1526.2985021657137,-42.400662037620805
1992-06-20,Guadeloupe,Jamaica,0.0,1.0,1,6,8,-2,1492.9779184555657,1555.992416843967,-63.01449838840131
1992-06-20,Mozambique,Eswatini,4.0,1.0,0,4,4,0,1483.158481878063,1466.1142817364505,17.044200141612464
1992-06-21,Sweden,Germany,2.0,3.0,0,13,8,5,1580.3905055371565,1832.953487743307,-252.56298220615054
1992-06-21,Uruguay,Australia,2.0,0.0,0,8,10,-2,1694.9373434106476,1526.5976627403747,168.33968067027286
1992-06-21,Thailand,South Korea,2.0,1.0,0,8,11,-3,1527.8628998515785,1594.7923220463074,-66.92942219472889
1992-06-21,Gabon,Burundi,0.0,1.0,0,8,0,8,1486.5092134971007,1500.0,-13.490786502899255
1992-06-21,Antigua and Barbuda,Martinique,1.0,4.0,1,8,8,0,1485.1122065390084,1516.561759967878,-31.44955342886965
1992-06-22,Netherlands,Denmark,2.0,2.0,1,11,8,3,1734.978050711994,1651.4548026971033,83.52324801489067
1992-06-22,Cuba,Jamaica,0.0,0.0,1,6,10,-4,1518.851557080612,1564.1983429125312,-45.34678583191908
1992-06-23,Thailand,Bangladesh,1.0,0.0,0,11,6,5,1539.7658028853211,1486.363818230546,53.401984654775106
1992-06-24,Trinidad and Tobago,Cuba,1.0,0.0,0,9,7,2,1513.8404183570117,1520.149381332328,-6.308962975316263
1992-06-24,Jamaica,Martinique,1.0,0.0,1,11,10,1,1562.9005186608154,1525.6590332698029,37.241485391012475
1992-06-26,Denmark,Germany,2.0,0.0,1,6,8,-2,1653.8135307530488,1836.7416232755804,-182.92809252253164
1992-06-26,Sudan,Eritrea,1.0,1.0,0,1,0,1,1471.4425233632448,1500.0,-28.557476636755155
1992-06-27,United States,Ukraine,0.0,0.0,0,7,0,7,1574.3305468286014,1491.4107827026087,82.91976412599274
1992-06-27,Cuba,Martinique,1.0,1.0,1,7,10,-3,1509.9678147370425,1516.7268429394537,-6.759028202411173
1992-06-27,Trinidad and Tobago,Jamaica,3.0,1.0,0,12,13,-1,1524.021984952297,1571.8327089911645,-47.81072403886742
1992-06-27,Vanuatu,New Zealand,1.0,4.0,0,6,3,3,1505.1739751213133,1504.5704573054038,0.6035178159095267
1992-06-28,Uzbekistan,Turkmenistan,2.0,1.0,0,1,0,1,1500.0,1490.0,10.0
1992-06-28,Honduras,Panama,4.0,0.0,0,9,3,6,1536.5100330527684,1499.4249887221547,37.085044330613755
1992-06-28,China PR,Slovakia,2.0,3.0,0,9,0,9,1507.1151967268006,1500.0,7.115196726800605
1992-06-28,Chad,Eritrea,0.0,1.0,1,7,1,6,1482.2561778686393,1499.179895799441,-16.923717930801786
1992-06-28,Cape Verde,Guinea-Bissau,1.0,0.0,0,5,9,-4,1490.1319185797809,1516.016523190943,-25.884604611162104
1992-06-28,Botswana,Lesotho,0.0,4.0,0,6,1,5,1485.3637467889073,1471.3190804870758,14.044666301831512
1992-06-30,Sudan,Chad,1.0,0.0,0,1,4,-3,1472.2626275638038,1472.7428967412636,-0.48026917745983155
1992-06-30,Honduras,Panama,4.0,0.0,0,9,3,6,1545.4466749915434,1490.4883467833797,54.95832820816372
1992-07-01,New Zealand,Vanuatu,8.0,0.0,0,6,3,3,1514.587827927011,1495.1566044997062,19.431223427304758
1992-07-03,Kazakhstan,Libya,1.0,0.0,1,3,0,3,1510.0,1488.152477886418,21.847522113582045
1992-07-04,Bermuda,Antigua and Barbuda,2.0,1.0,0,7,5,2,1525.7396696313604,1476.0149332370836,49.72473639427676
1992-07-04,Uruguay,Ecuador,3.0,1.0,0,10,5,5,1700.438776869375,1499.7154467444072,200.7233301249678
1992-07-05,Trinidad and Tobago,Jamaica,1.0,2.0,0,12,10,2,1535.389467262937,1560.4652266805247,-25.075759417587733
1992-07-05,Guinea-Bissau,Cape Verde,1.0,0.0,0,6,5,1,1505.2728797449602,1500.8755620257637,4.397317719196508
1992-07-05,Guatemala,Poland,2.0,2.0,0,7,10,-3,1488.4704955074649,1548.6152787279673,-60.144783220502404
1992-07-05,Australia,Croatia,1.0,0.0,0,9,9,0,1521.0962292816473,1670.786662251034,-149.69043296938662
1992-07-06,Malawi,Zimbabwe,0.0,0.0,0,7,6,1,1495.3794510217504,1507.7581959127663,-12.378744891015913
1992-07-07,South Africa,Cameroon,1.0,0.0,0,0,8,-8,1500.0,1560.2450296829056,-60.245029682905624
1992-07-08,Malawi,Zimbabwe,0.0,0.0,0,5,4,1,1495.735589256615,1507.4020576779017,-11.666468421286709
1992-07-08,Australia,Croatia,3.0,1.0,0,9,9,0,1535.1564908758628,1656.7264006568184,-121.56990978095564
1992-07-09,South Africa,Cameroon,1.0,2.0,0,3,5,-2,1511.716819051554,1548.5282106313516,-36.8113915797976
1992-07-10,Latvia,Estonia,2.0,1.0,0,4,1,3,1489.4999413142987,1480.6944652911086,8.805476023190067
1992-07-11,Solomon Islands,Tahiti,1.0,1.0,0,11,7,4,1529.0946861597465,1506.768151710312,22.326534449434575
1992-07-11,Estonia,Lithuania,1.0,1.0,1,1,3,-2,1470.9478530135734,1488.7628073973756,-17.81495438380216
1992-07-11,Turkmenistan,Tajikistan,3.0,3.0,0,0,1,-1,1480.28774368332,1500.0,-19.71225631667994
1992-07-11,South Africa,Cameroon,2.0,2.0,0,3,7,-4,1502.7723891631963,1557.4726405197093,-54.700251356513036
1992-07-12,Australia,Croatia,0.0,0.0,0,9,9,0,1548.5194155572894,1643.3634759753918,-94.84406041810234
1992-07-12,New Caledonia,Tahiti,0.0,1.0,0,7,8,-1,1508.3799235824888,1507.4098779417402,0.9700456407485945
1992-07-12,Latvia,Lithuania,2.0,3.0,0,7,3,4,1499.2465535918338,1488.250500696449,10.996052895384764
1992-07-16,Kazakhstan,Uzbekistan,1.0,0.0,0,6,4,2,1519.37200528113,1509.71225631668,9.659748964450046
1992-07-19,Nicaragua,El Salvador,0.0,5.0,0,0,5,-5,1479.6584566768215,1489.6224086527013,-9.963951975879809
1992-07-19,Guatemala,Honduras,0.0,0.0,0,8,11,-3,1490.184514139276,1553.8779098154298,-63.69339567615384
1992-07-20,Vanuatu,Tahiti,1.0,2.0,0,0,8,-8,1485.7152976781006,1517.4377980270901,-31.72250034898957
1992-07-22,New Caledonia,Tahiti,1.0,2.0,0,7,10,-3,1498.3520034971389,1526.5272798594283,-28.175276362289424
1992-07-22,Cameroon,Egypt,0.0,1.0,0,5,5,0,1555.9111214294535,1512.7829288720948,43.128192557358716
1992-07-23,El Salvador,Nicaragua,5.0,1.0,0,8,0,8,1499.3357016589591,1469.9451636705637,29.39053798839541
1992-07-25,Vanuatu,New Caledonia,0.0,1.0,0,0,6,-6,1476.6258158457624,1489.161180094964,-12.53536424920162
1992-07-25,Fiji,Solomon Islands,2.0,1.0,1,10,11,-1,1533.419658503053,1528.4529599283183,4.966698574734664
1992-07-26,Honduras,Guatemala,2.0,0.0,0,9,9,0,1552.0649312424855,1491.9974927122203,60.067438530265235
1992-07-26,El Salvador,Mexico,1.0,2.0,0,8,9,-1,1508.4917860184269,1671.6664881205002,-163.1747021020733
1992-07-26,Ivory Coast,Egypt,2.0,0.0,0,9,7,2,1571.8135713239587,1524.0179212201697,47.79565010378906
1992-07-27,Vanuatu,Solomon Islands,1.0,3.0,0,0,8,-8,1466.986456158009,1518.5959032675946,-51.60944710958552
1992-07-28,Ivory Coast,Egypt,2.0,2.0,0,9,4,5,1580.446514765305,1515.3849777788234,65.06153698648154
1992-07-28,Fiji,New Caledonia,2.0,2.0,1,10,6,4,1543.2767151637765,1498.8005397827174,44.47617538105919
1992-07-30,Vanuatu,Fiji,0.0,2.0,0,0,8,-8,1458.461065475252,1542.0035349911316,-83.54246951587947
1992-07-30,New Caledonia,Solomon Islands,1.0,0.0,1,7,8,-1,1500.0737199553623,1527.1212939503516,-27.047573994989307
1992-07-31,United States,Colombia,0.0,1.0,0,8,4,4,1571.9882287637504,1524.2213060719696,47.76692269178079
1992-07-31,Brazil,Mexico,5.0,0.0,1,10,11,-1,1778.050363384738,1677.2872866004598,100.76307678427816
1992-08-01,Lesotho,Namibia,2.0,0.0,0,4,0,4,1481.7230984354705,1489.71225631668,-7.989157881209394
1992-08-02,Mexico,Colombia,0.0,0.0,1,10,4,6,1670.1088137270249,1535.587551232443,134.52126249458183
1992-08-02,Suriname,Saint Vincent and the Grenadines,0.0,0.0,0,9,8,1,1525.0841357547981,1510.6107230180608,14.473412736737373
1992-08-02,United States,Brazil,0.0,1.0,0,5,10,-5,1560.621983603277,1785.2288362581728,-224.60685265489587
1992-08-02,Uruguay,Costa Rica,2.0,1.0,0,10,9,1,1705.2286542009458,1518.71042746659,186.51822673435572
1992-08-02,Lesotho,Namibia,2.0,2.0,0,7,0,7,1491.953004363732,1479.4823503884186,12.470653975313326
1992-08-05,Faroe Islands,Israel,1.0,1.0,0,0,7,-7,1461.147661466124,1492.7248731598588,-31.577211693734853
1992-08-06,Ecuador,Costa Rica,1.0,1.0,0,4,8,-4,1494.9255694128365,1513.616369687403,-18.690800274566527
1992-08-08,Lesotho,Mauritius,1.0,0.0,0,8,3,5,1491.5942241529492,1497.821223923957,-6.2269997710077405
1992-08-08,Indonesia,Malaysia,1.0,1.0,0,6,5,1,1493.0601174210472,1439.0491743258256,54.01094309522159
1992-08-09,Libya,Niger,0.0,0.0,0,0,7,-7,1478.780472605288,1492.923523721111,-14.143051115823027
1992-08-09,Lesotho,Mauritius,2.0,2.0,0,11,3,8,1501.7734324252297,1487.6420156516765,14.131416773553156
1992-08-09,Iceland,Israel,0.0,2.0,0,7,5,2,1516.0475945501905,1491.8185022250436,24.229092325146894
1992-08-11,Australia,Malaysia,0.0,1.0,1,7,6,1,1551.1834002820142,1440.5913313207134,110.59206896130081
1992-08-12,Latvia,Lithuania,1.0,2.0,0,4,6,-2,1488.9301673795808,1498.5668869087021,-9.636719529121365
1992-08-12,El Salvador,Honduras,0.0,3.0,1,8,11,-3,1502.8709875384673,1560.353073450788,-57.48208591232083
1992-08-12,Libya,Mali,0.0,1.0,0,1,5,-4,1479.1873176415716,1470.8377281222893,8.34958951928229
1992-08-14,Mali,Libya,2.0,1.0,0,7,1,6,1481.078002372614,1468.9470433912468,12.130958981367257
1992-08-14,Indonesia,Australia,0.0,3.0,0,6,7,-1,1491.5179604261593,1538.1036240917883,-46.585663665629
1992-08-14,Algeria,Guinea-Bissau,3.0,1.0,0,6,6,0,1577.6111844591437,1515.1463215246786,62.464862934465145
1992-08-15,Uganda,Ethiopia,3.0,1.0,0,9,3,6,1489.5667212564367,1489.6046442453223,-0.03792298888561163
1992-08-15,Zambia,Mauritius,3.0,1.0,0,9,4,5,1562.6040658460158,1488.0485263784915,74.55553946752434
1992-08-15,Malawi,Egypt,1.0,0.0,0,3,4,-1,1496.0712510626643,1517.2360129370352,-21.164761874370924
1992-08-16,DR Congo,Mozambique,2.0,0.0,0,6,4,2,1501.76931114344,1492.6683035221363,9.10100762130378
1992-08-16,Burundi,Congo,1.0,0.0,0,3,6,-3,1509.6118989832958,1541.1491174193864,-31.537218436090598
1992-08-16,Gabon,Cameroon,0.0,0.0,0,7,4,3,1476.897314513805,1544.6761290813786,-67.77881456757359
1992-08-16,Estonia,Switzerland,0.0,6.0,0,2,6,-4,1471.4601597145,1655.7720818693567,-184.3119221548568
1992-08-16,Zimbabwe,South Africa,4.0,1.0,0,2,4,-2,1507.0663958718524,1504.3339082534521,2.732487618400228
1992-08-16,Benin,Niger,1.0,2.0,0,1,7,-6,1444.2431139665207,1492.5166786848274,-48.273564718306716
1992-08-16,Jamaica,Trinidad and Tobago,1.0,1.0,0,10,12,-2,1569.744738895453,1526.1099550480085,43.63478384744462
1992-08-16,Lesotho,Kenya,2.0,2.0,0,11,6,5,1501.3669216984147,1491.5440090763457,9.822912622068998
1992-08-16,Panama,Costa Rica,1.0,0.0,0,3,8,-5,1482.0571119594933,1513.078923577992,-31.02181161849876
1992-08-16,Sudan,Nigeria,0.0,0.0,0,4,10,-6,1482.2764508131072,1571.55822136118,-89.2817705480727
1992-08-18,Ethiopia,Iraq,0.0,13.0,1,3,4,-1,1479.6035527339654,1510.0082748687676,-30.404722134802114
1992-08-18,Moldova,Pakistan,5.0,0.0,1,1,7,-6,1490.272363927835,1484.2133255681406,6.059038359694341
1992-08-18,Jordan,Sudan,3.0,0.0,0,0,5,-5,1490.0002452281005,1484.791077411585,5.209167816515446
1992-08-19,Czechoslovakia,Austria,2.0,2.0,0,2,4,-2,1566.992093824687,1482.2635664623992,84.72852736228765
1992-08-19,Bulgaria,Mexico,1.0,1.0,0,13,8,5,1543.9020861072129,1666.4195191957945,-122.51743308858158
1992-08-20,Moldova,Sudan,2.0,1.0,1,4,5,-1,1500.0979884625,1474.9409980799255,25.156990382574577
1992-08-20,Jordan,Pakistan,2.0,0.0,0,3,7,-4,1499.85032455976,1474.3877010334754,25.462623526284688
1992-08-20,Congo,Iraq,0.0,3.0,1,5,7,-2,1530.2438881385938,1519.1353837755894,11.108504363004386
1992-08-22,Jordan,Moldova,1.0,0.0,0,6,7,-1,1509.1187606250019,1509.375174838235,-0.25641421323302893
1992-08-22,Japan,South Korea,0.0,0.0,1,3,10,-7,1570.9404838764779,1582.8894190125648,-11.948935136086902
1992-08-22,Congo,Ethiopia,3.0,0.0,1,4,3,1,1519.9242685860086,1470.4764438271436,49.447824758864954
1992-08-22,China PR,North Korea,2.0,2.0,0,9,10,-1,1496.910433527724,1531.969614974502,-35.059181446777984
1992-08-22,Pakistan,Sudan,0.0,4.0,1,6,5,1,1465.1192649682337,1465.6638117041907,-0.5445467359570557
1992-08-23,Costa Rica,Panama,5.0,1.0,0,5,6,-1,1502.1884093024696,1492.9476262350158,9.240783067453776
1992-08-23,Uzbekistan,Kyrgyzstan,3.0,0.0,0,4,0,4,1499.9902146237832,1500.0,-0.009785376216768782
1992-08-24,South Korea,North Korea,1.0,1.0,1,10,11,-1,1582.5456365443572,1530.96394172921,51.5816948151471
1992-08-24,China PR,Japan,0.0,2.0,0,10,4,6,1497.916106773016,1571.2842663446854,-73.36815957166937
1992-08-26,Japan,North Korea,4.0,1.0,1,4,9,-5,1579.2034000860892,1532.4377696311562,46.76563045493299
1992-08-26,Turkey,Bulgaria,3.0,2.0,0,7,11,-4,1474.7745565138373,1547.289176226618,-72.51461971278081
